authorization_id,beneficiary_code,ranges,authorization_name,item_pack_id,item_pack_name,item_description,is_delivered,is_override,assigned_code,sector
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","421","{""ranges"":[{""min"":3,""max"":4},{""min"":2000,""max"":2996},{""min"":-3,""max"":-2},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2416","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","834","{""ranges"":[{""min"":2000,""max"":2996},{""min"":3,""max"":4},{""min"":-3,""max"":-2},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2829","Central"
"fbc9c4f7-222d-4785-91cf-ef9aaefb8d0a","736","{""ranges"":[{""min"":0,""max"":500}]}","Greater/Less Test","7fdff557-cdf5-4ce8-b1d1-5bebf418dd3b","greater/less","test greater than and less than","false","false","","Central"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","589","{""ranges"":[{""min"":0,""max"":1},{""min"":-3,""max"":-2},{""min"":2000,""max"":2996},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2584","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","661","{""ranges"":[{""min"":-3,""max"":-2},{""min"":0,""max"":1},{""min"":2000,""max"":2996},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2656","South"
"24a29c8a-b97b-4840-9448-23809f040a3a","46","{""ranges"":[{""min"":500,""max"":1200}]}","Central Specific","d0484faf-8f3c-42ec-bfb2-d9edb04f3e52","central_item","Intended for Minors in Central Sector","false","false","","Central"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","99","{""ranges"":[{""min"":0,""max"":1},{""min"":2000,""max"":2996},{""min"":3,""max"":4},{""min"":-3,""max"":-2}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2094","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","642","{""ranges"":[{""min"":3,""max"":4},{""min"":2000,""max"":2996},{""min"":-3,""max"":-2},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2637","South"
"ee858e8e-8f0d-4bd6-a12e-5475af3dfbbb","744","{""ranges"":[{""min"":300,""max"":900}]}","South Specific","5c8dd8d3-75f7-4b0f-8497-3cf0a989d7ad","south_item","Intended for Minors in South Sector","false","false","","South"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","635","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","433","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","Central"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","538","{""ranges"":[{""min"":3,""max"":4},{""min"":-3,""max"":-2},{""min"":2000,""max"":2996},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2533","Central"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","230","{""ranges"":[{""min"":3,""max"":4},{""min"":2000,""max"":2996},{""min"":0,""max"":1},{""min"":-3,""max"":-2}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2225","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","382","{""ranges"":[{""min"":2000,""max"":2996},{""min"":-3,""max"":-2},{""min"":0,""max"":1},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2377","Central"
"24a29c8a-b97b-4840-9448-23809f040a3a","823","{""ranges"":[{""min"":500,""max"":1200}]}","Central Specific","d0484faf-8f3c-42ec-bfb2-d9edb04f3e52","central_item","Intended for Minors in Central Sector","false","false","","Central"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","855","{""ranges"":[{""min"":2000,""max"":2996},{""min"":0,""max"":1},{""min"":-3,""max"":-2},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2850","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","660","{""ranges"":[{""min"":-3,""max"":-2},{""min"":3,""max"":4},{""min"":2000,""max"":2996},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2655","Central"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","122","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","950","{""ranges"":[{""min"":-3,""max"":-2},{""min"":2000,""max"":2996},{""min"":0,""max"":1},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2945","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","880","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","999","{""ranges"":[{""min"":-3,""max"":-2},{""min"":0,""max"":1},{""min"":3,""max"":4},{""min"":2000,""max"":2996}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2994","South"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","11","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","752","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","533","{""ranges"":[{""min"":-3,""max"":-2},{""min"":2000,""max"":2996},{""min"":3,""max"":4},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2528","Central"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","14","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","849","{""ranges"":[{""min"":3,""max"":4},{""min"":-3,""max"":-2},{""min"":2000,""max"":2996},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2844","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","622","{""ranges"":[{""min"":-3,""max"":-2},{""min"":3,""max"":4},{""min"":0,""max"":1},{""min"":2000,""max"":2996}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2617","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","696","{""ranges"":[{""min"":3,""max"":4},{""min"":2000,""max"":2996},{""min"":0,""max"":1},{""min"":-3,""max"":-2}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2691","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","512","{""ranges"":[{""min"":0,""max"":1},{""min"":3,""max"":4},{""min"":-3,""max"":-2},{""min"":2000,""max"":2996}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2507","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","544","{""ranges"":[{""min"":3,""max"":4},{""min"":-3,""max"":-2},{""min"":2000,""max"":2996},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2539","South"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","917","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"fbc9c4f7-222d-4785-91cf-ef9aaefb8d0a","961","{""ranges"":[{""min"":0,""max"":500}]}","Greater/Less Test","7fdff557-cdf5-4ce8-b1d1-5bebf418dd3b","greater/less","test greater than and less than","false","false","","South"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","28","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","Central"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","205","{""ranges"":[{""min"":0,""max"":1},{""min"":2000,""max"":2996},{""min"":-3,""max"":-2},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2200","South"
"fbc9c4f7-222d-4785-91cf-ef9aaefb8d0a","695","{""ranges"":[{""min"":0,""max"":500}]}","Greater/Less Test","7fdff557-cdf5-4ce8-b1d1-5bebf418dd3b","greater/less","test greater than and less than","false","false","","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","905","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","96","{""ranges"":[{""min"":2000,""max"":2996},{""min"":3,""max"":4},{""min"":-3,""max"":-2},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2091","South"
"1c309120-0362-4008-8568-4f6c497da706","1104","{""ranges"":[]}","Valid Voucher","eb35b35f-956d-42c4-b029-aef648436c65","voucher","this voucher should be received by 1100-1105 and 1107-1109","false","false","",""
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","438","{""ranges"":[{""min"":2000,""max"":2996},{""min"":3,""max"":4},{""min"":-3,""max"":-2},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2433","Central"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","818","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","61","{""ranges"":[{""min"":3,""max"":4},{""min"":2000,""max"":2996},{""min"":-3,""max"":-2},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2056","South"
"fbc9c4f7-222d-4785-91cf-ef9aaefb8d0a","668","{""ranges"":[{""min"":0,""max"":500}]}","Greater/Less Test","7fdff557-cdf5-4ce8-b1d1-5bebf418dd3b","greater/less","test greater than and less than","false","false","","Central"
"57c58100-17a2-4754-9087-b9a4a5094e96","153","{""ranges"":[{""min"":-200,""max"":500}]}","North Specific","008db0a3-ee8a-4e08-be0e-14919d3226ea","north_item","Intended for Minors in North Sector","false","false","","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","272","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","Central"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","852","{""ranges"":[{""min"":3,""max"":4},{""min"":-3,""max"":-2},{""min"":0,""max"":1},{""min"":2000,""max"":2996}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2847","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","30","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","600","{""ranges"":[{""min"":3,""max"":4},{""min"":-3,""max"":-2},{""min"":0,""max"":1},{""min"":2000,""max"":2996}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2595","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","412","{""ranges"":[{""min"":0,""max"":1},{""min"":-3,""max"":-2},{""min"":2000,""max"":2996},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2407","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","32","{""ranges"":[{""min"":0,""max"":1},{""min"":-3,""max"":-2},{""min"":3,""max"":4},{""min"":2000,""max"":2996}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2027","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","160","{""ranges"":[{""min"":2000,""max"":2996},{""min"":-3,""max"":-2},{""min"":0,""max"":1},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2155","Central"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","262","{""ranges"":[{""min"":3,""max"":4},{""min"":2000,""max"":2996},{""min"":-3,""max"":-2},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2257","Central"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","404","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","Central"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","780","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"d419188d-032a-486f-9957-335bfdb2bb04","684","{""ranges"":[]}","Number Equality Test","0fcf4e86-70ea-41aa-ac4b-48b8c84341ac","number equality","test number equality","false","false","","South"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","702","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","479","{""ranges"":[{""min"":-3,""max"":-2},{""min"":2000,""max"":2996},{""min"":3,""max"":4},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2474","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","168","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","Central"
"ee858e8e-8f0d-4bd6-a12e-5475af3dfbbb","406","{""ranges"":[{""min"":300,""max"":900}]}","South Specific","5c8dd8d3-75f7-4b0f-8497-3cf0a989d7ad","south_item","Intended for Minors in South Sector","false","false","","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","988","{""ranges"":[{""min"":-3,""max"":-2},{""min"":0,""max"":1},{""min"":3,""max"":4},{""min"":2000,""max"":2996}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2983","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","356","{""ranges"":[{""min"":-3,""max"":-2},{""min"":2000,""max"":2996},{""min"":0,""max"":1},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2351","Central"
"ee858e8e-8f0d-4bd6-a12e-5475af3dfbbb","349","{""ranges"":[{""min"":300,""max"":900}]}","South Specific","5c8dd8d3-75f7-4b0f-8497-3cf0a989d7ad","south_item","Intended for Minors in South Sector","false","false","","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","161","{""ranges"":[{""min"":0,""max"":1},{""min"":-3,""max"":-2},{""min"":3,""max"":4},{""min"":2000,""max"":2996}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2156","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","308","{""ranges"":[{""min"":2000,""max"":2996},{""min"":0,""max"":1},{""min"":3,""max"":4},{""min"":-3,""max"":-2}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2303","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","1000","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"57c58100-17a2-4754-9087-b9a4a5094e96","467","{""ranges"":[{""min"":-200,""max"":500}]}","North Specific","008db0a3-ee8a-4e08-be0e-14919d3226ea","north_item","Intended for Minors in North Sector","false","false","","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","823","{""ranges"":[{""min"":2000,""max"":2996},{""min"":0,""max"":1},{""min"":3,""max"":4},{""min"":-3,""max"":-2}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2818","Central"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","718","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","330","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","158","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","848","{""ranges"":[{""min"":3,""max"":4},{""min"":2000,""max"":2996},{""min"":0,""max"":1},{""min"":-3,""max"":-2}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2843","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","237","{""ranges"":[{""min"":2000,""max"":2996},{""min"":-3,""max"":-2},{""min"":0,""max"":1},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2232","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","57","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","409","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","111","{""ranges"":[{""min"":0,""max"":1},{""min"":-3,""max"":-2},{""min"":2000,""max"":2996},{""min"":3,""max"":4}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2106","North"
"ee858e8e-8f0d-4bd6-a12e-5475af3dfbbb","318","{""ranges"":[{""min"":300,""max"":900}]}","South Specific","5c8dd8d3-75f7-4b0f-8497-3cf0a989d7ad","south_item","Intended for Minors in South Sector","false","false","","South"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","144","{""ranges"":[{""min"":-3,""max"":-2},{""min"":3,""max"":4},{""min"":2000,""max"":2996},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2139","South"
"d419188d-032a-486f-9957-335bfdb2bb04","423","{""ranges"":[]}","Number Equality Test","0fcf4e86-70ea-41aa-ac4b-48b8c84341ac","number equality","test number equality","false","false","","Central"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","183","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","87","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","50","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","940","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","543","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","South"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","728","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","Central"
"d4f76515-3210-4b9a-a1a8-f46b0ff1f1f0","195","{""ranges"":[{""min"":-1000,""max"":1000}]}","String Equality Test","2f06e405-6b1e-4792-89d4-6381abe46573","equality","test string equality","false","false","","North"
"fc47aae5-5ad0-4102-8ace-6d94347b5e87","227","{""ranges"":[{""min"":-3,""max"":-2},{""min"":3,""max"":4},{""min"":2000,""max"":2996},{""min"":0,""max"":1}]}","Barcode Assignment","e3e1ea5e-6d92-4194-8c74-c959bfda46f2","assign","test assignment of item barcodes. Also, should be assigned to all beneficiaries","false","false","2222","South"
"ee858e8e-8f0d-4bd6-a12e-5475af3dfbbb","296","{""ranges"":[{""min"":300,""max"":900}]}","South Specific","5c8dd8d3-75f7-4b0f-8497-3cf0a989d7ad","south_item","Intended for Minors in South Sector","false","false","","South"
