_id,_form_id,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,Procedure_id,Source,Temperature,Time,_row_etag,_filter_type,_filter_value
1ca0da61-1045-4295-8a5c-f965075674d2,,default,COMPLETE,2014-02-21T19:33:53.054000000,anonymous,1338122768,UKZN Lab Milk A,19.1,30,,,
626ff7b0-a23c-492f-a5d9-e369f768362b,,default,COMPLETE,2014-02-21T19:33:53.056000000,anonymous,1338122768,UKZN Lab Milk A,19,31,,,
b2f0a6bc-b9fa-44ad-9eb1-9c3d39ca4403,,default,COMPLETE,2014-02-21T19:33:53.059000000,anonymous,1338122768,UKZN Lab Milk A,18.9,32,,,
18ae9e5c-0347-4f70-b063-d0f2b9907358,,default,COMPLETE,2014-02-21T19:33:53.061000000,anonymous,1338122768,UKZN Lab Milk A,18.9,33,,,
f1d1217b-a3a4-42f7-bf38-02f133c4a5c6,,default,COMPLETE,2014-02-21T19:33:53.063000000,anonymous,1338122768,UKZN Lab Milk A,18.9,34,,,
cdf25c95-d3a7-429a-a668-3faace631f2e,,default,COMPLETE,2014-02-21T19:33:53.065000000,anonymous,1338122768,UKZN Lab Milk A,18.8,35,,,
90e81e30-9da8-40fb-b876-9e7c8cc76e63,,default,COMPLETE,2014-02-21T19:33:53.066000000,anonymous,1338122768,UKZN Lab Milk A,18.8,36,,,
483e43ce-1028-4fa6-a256-15cb64c15029,,default,COMPLETE,2014-02-21T19:33:53.068000000,anonymous,1338122768,UKZN Lab Milk A,18.8,37,,,
328e5c19-e71d-461d-9950-0abcc5f2ed77,,default,COMPLETE,2014-02-21T19:33:53.070000000,anonymous,1338122768,UKZN Lab Milk A,18.8,38,,,
386a78a8-b989-4b8b-8f89-e05bf4e77b63,,default,COMPLETE,2014-02-21T19:33:53.071000000,anonymous,1338122768,UKZN Lab Milk A,18.8,39,,,
e0a9afde-cd94-47e1-9655-b9098f40dc7f,,default,COMPLETE,2014-02-21T19:33:53.073000000,anonymous,1338122768,UKZN Lab Milk A,18.9,40,,,
86608ad7-3f2e-40d0-a12e-0d705b284229,,default,COMPLETE,2014-02-21T19:33:53.075000000,anonymous,1338122768,UKZN Lab Milk A,19.1,41,,,
ffdb0589-dcc0-4ab6-993b-bb2324ce7355,,default,COMPLETE,2014-02-21T19:33:53.076000000,anonymous,1338122768,UKZN Lab Milk A,19.2,42,,,
878b49ad-d0ac-42e8-b5f7-ace8316909bf,,default,COMPLETE,2014-02-21T19:33:53.078000000,anonymous,1338122768,UKZN Lab Milk A,19.2,43,,,
0e04a4b5-f9fb-40f7-bc4d-2dd79bf4e8bf,,default,COMPLETE,2014-02-21T19:33:53.082000000,anonymous,1338122768,UKZN Lab Milk A,19.2,44,,,
42cf9765-b15d-438c-980a-22967799be51,,default,COMPLETE,2014-02-21T19:33:53.084000000,anonymous,1338122768,UKZN Lab Milk A,19.2,45,,,
dd385212-baec-4b8b-8560-9166bd27ca93,,default,COMPLETE,2014-02-21T19:33:53.086000000,anonymous,1338122768,UKZN Lab Milk A,19.2,46,,,
b63a59d2-d8f3-4a6c-ae41-fc6d08b00681,,default,COMPLETE,2014-02-21T19:33:53.088000000,anonymous,1338122768,UKZN Lab Milk A,19.2,47,,,
241aa111-9207-4511-b7ed-9391fa2e0673,,default,COMPLETE,2014-02-21T19:33:53.089000000,anonymous,1338122768,UKZN Lab Milk A,19.2,48,,,
60c3fa4a-0f19-4331-9a28-f9be53912f4e,,default,COMPLETE,2014-02-21T19:33:53.092000000,anonymous,1338122768,UKZN Lab Milk A,19.2,49,,,
dbba6f6e-9516-457a-86e7-8a159877dec8,,default,COMPLETE,2014-02-21T19:33:53.094000000,anonymous,1338122768,UKZN Lab Milk A,19.2,50,,,
33d42c3d-866a-4fb3-90ad-cb5dc4151f80,,default,COMPLETE,2014-02-21T19:33:53.096000000,anonymous,1338122768,UKZN Lab Milk A,19.3,51,,,
ee0f7704-24d2-46aa-9be1-234a6882a8c5,,default,COMPLETE,2014-02-21T19:33:53.097000000,anonymous,1338122768,UKZN Lab Milk A,19.4,52,,,
980d4da3-3495-4acf-83cd-3d787c73254a,,default,COMPLETE,2014-02-21T19:33:53.099000000,anonymous,1338122768,UKZN Lab Milk A,19.4,53,,,
66a64f78-4bc0-4476-b236-d16df03ab3cf,,default,COMPLETE,2014-02-21T19:33:54.001000000,anonymous,1338122768,UKZN Lab Milk A,19.6,54,,,
56fc1d40-2df3-4b73-b11d-ef9b8a0c86fe,,default,COMPLETE,2014-02-21T19:33:54.002000000,anonymous,1338122768,UKZN Lab Milk A,19.7,55,,,
f75e99ca-ce18-453f-8e94-f09ed2d93694,,default,COMPLETE,2014-02-21T19:33:54.004000000,anonymous,1338122768,UKZN Lab Milk A,19.9,56,,,
517d751e-b823-4497-96fc-55555ece68b4,,default,COMPLETE,2014-02-21T19:33:54.006000000,anonymous,1338122768,UKZN Lab Milk A,20,57,,,
39e718be-11a4-4a21-8a09-cf255b958c91,,default,COMPLETE,2014-02-21T19:33:54.007000000,anonymous,1338122768,UKZN Lab Milk A,20.1,58,,,
45767d4c-a84e-45d6-9b9e-eb96768bb100,,default,COMPLETE,2014-02-21T19:33:54.009000000,anonymous,1338122768,UKZN Lab Milk A,20.1,59,,,
dafb01e5-53f4-4b2a-a781-1463232a9c81,,default,COMPLETE,2014-02-21T19:33:54.011000000,anonymous,1338122768,UKZN Lab Milk A,20.2,60,,,
50b04130-dcb7-4451-9962-399c4a123fc8,,default,COMPLETE,2014-02-21T19:33:54.014000000,anonymous,1338122768,UKZN Lab Milk A,20.2,61,,,
933820c7-1967-4cd5-8fb9-aa4f9166c262,,default,COMPLETE,2014-02-21T19:33:54.016000000,anonymous,1338122768,UKZN Lab Milk A,20.2,62,,,
51888d23-1710-42b8-b3e6-9393aec632c7,,default,COMPLETE,2014-02-21T19:33:54.019000000,anonymous,1338122768,UKZN Lab Milk A,20.2,63,,,
02408d1f-9301-48e8-9bc2-7054d8406314,,default,COMPLETE,2014-02-21T19:33:54.020000000,anonymous,1338122768,UKZN Lab Milk A,20.3,64,,,
29bf608a-2374-46bf-95a7-d8de1fd3093a,,default,COMPLETE,2014-02-21T19:33:54.022000000,anonymous,1338122768,UKZN Lab Milk A,20.3,65,,,
f0c218b1-7288-4af5-a283-76f59eaaecab,,default,COMPLETE,2014-02-21T19:33:54.024000000,anonymous,1338122768,UKZN Lab Milk A,20.4,66,,,
1eb01a5f-d178-4ef8-a150-0bd91cecda51,,default,COMPLETE,2014-02-21T19:33:54.027000000,anonymous,1338122768,UKZN Lab Milk A,20.4,67,,,
83f08942-af71-4033-bc10-2a00859d30ce,,default,COMPLETE,2014-02-21T19:33:54.028000000,anonymous,1338122768,UKZN Lab Milk A,20.5,68,,,
8ea0b512-f1a5-47a7-9bd3-5fe0f7027cb1,,default,COMPLETE,2014-02-21T19:33:54.032000000,anonymous,1338122768,UKZN Lab Milk A,20.6,69,,,
acbfb092-9ac5-458b-a057-b6612e375d91,,default,COMPLETE,2014-02-21T19:33:54.034000000,anonymous,1338122768,UKZN Lab Milk A,20.6,70,,,
6c5f81c0-3165-4fd9-806e-14eeb130ad9e,,default,COMPLETE,2014-02-21T19:33:54.036000000,anonymous,1338122768,UKZN Lab Milk A,20.6,71,,,
0296effe-1054-4ad8-96be-1af45edcc00b,,default,COMPLETE,2014-02-21T19:33:54.037000000,anonymous,1338122768,UKZN Lab Milk A,20.8,72,,,
28606e0f-4655-4dd1-b89a-2fb1390077ba,,default,COMPLETE,2014-02-21T19:33:54.039000000,anonymous,1338122768,UKZN Lab Milk A,20.8,73,,,
632a4ebf-166c-442c-8d67-a6d3ce7d5790,,default,COMPLETE,2014-02-21T19:33:54.041000000,anonymous,1338122768,UKZN Lab Milk A,20.9,74,,,
c11fc9d6-1ea6-407c-a07a-f8d7b14c5cc9,,default,COMPLETE,2014-02-21T19:33:54.042000000,anonymous,1338122768,UKZN Lab Milk A,21.1,75,,,
37983110-9ebb-4e9f-8d3b-aeaccdf957d5,,default,COMPLETE,2014-02-21T19:33:54.044000000,anonymous,1338122768,UKZN Lab Milk A,21.2,76,,,
980b19e5-74e1-484f-a3f8-1e2d5ec62f2f,,default,COMPLETE,2014-02-21T19:33:54.047000000,anonymous,1338122768,UKZN Lab Milk A,21.4,77,,,
99518aa3-cde1-4a45-a098-d67c95134ccb,,default,COMPLETE,2014-02-21T19:33:54.049000000,anonymous,1338122768,UKZN Lab Milk A,21.4,78,,,
6bbd3354-49eb-40c7-a994-af00112d1509,,default,COMPLETE,2014-02-21T19:33:54.050000000,anonymous,1338122768,UKZN Lab Milk A,21.6,79,,,
5f88d31c-fcc3-40c4-a444-956bff572338,,default,COMPLETE,2014-02-21T19:33:54.052000000,anonymous,1338122768,UKZN Lab Milk A,21.8,80,,,
f65f29e6-32c4-4045-a0a3-ea319a83e787,,default,COMPLETE,2014-02-21T19:33:54.054000000,anonymous,1338122768,UKZN Lab Milk A,21.9,81,,,
925245f9-e7ea-4c49-b59e-72e00e5f05c7,,default,COMPLETE,2014-02-21T19:33:54.057000000,anonymous,1338122768,UKZN Lab Milk A,22,82,,,
ebad98e5-a44e-4511-b7d5-ed9709990eea,,default,COMPLETE,2014-02-21T19:33:54.058000000,anonymous,1338122768,UKZN Lab Milk A,22.1,83,,,
b388d7c5-bf2b-42e1-bfc8-94b02f8e3ef6,,default,COMPLETE,2014-02-21T19:33:54.060000000,anonymous,1338122768,UKZN Lab Milk A,22.2,84,,,
3b366675-802d-4dae-a776-bfd8e6064de9,,default,COMPLETE,2014-02-21T19:33:54.062000000,anonymous,1338122768,UKZN Lab Milk A,22.2,85,,,
1598701c-61f4-4766-aab5-af607a940a0a,,default,COMPLETE,2014-02-21T19:33:54.063000000,anonymous,1338122768,UKZN Lab Milk A,22.3,86,,,
5768a529-8b59-4b2f-86b9-0c4ead0664e7,,default,COMPLETE,2014-02-21T19:33:54.066000000,anonymous,1338122768,UKZN Lab Milk A,22.4,87,,,
f9eb9833-05bb-499a-9981-cff24e449c33,,default,COMPLETE,2014-02-21T19:33:54.067000000,anonymous,1338122768,UKZN Lab Milk A,22.5,88,,,
9a2531f6-142f-4484-81f6-a4c2356f03c3,,default,COMPLETE,2014-02-21T19:33:54.069000000,anonymous,1338122768,UKZN Lab Milk A,22.7,89,,,
a3673e61-d666-4725-a381-5d78ec3ede6c,,default,COMPLETE,2014-02-21T19:33:54.072000000,anonymous,1338122768,UKZN Lab Milk A,22.9,90,,,
1c2fc717-1c51-4252-8a96-376ac2d8b049,,default,COMPLETE,2014-02-21T19:33:54.073000000,anonymous,1338122768,UKZN Lab Milk A,23.1,91,,,
a0f3eeb6-4c07-40ef-820d-e0bc29aadb29,,default,COMPLETE,2014-02-21T19:33:54.075000000,anonymous,1338122768,UKZN Lab Milk A,23.2,92,,,
fb5cfd4f-f0d7-4add-8ab3-09aacd17d070,,default,COMPLETE,2014-02-21T19:33:54.077000000,anonymous,1338122768,UKZN Lab Milk A,23.5,93,,,
7733e4e4-ac2e-4cfb-9458-84477bae552a,,default,COMPLETE,2014-02-21T19:33:54.082000000,anonymous,1338122768,UKZN Lab Milk A,23.6,94,,,
e6d46b10-a4a6-41ef-82e6-dd5c00ec5a01,,default,COMPLETE,2014-02-21T19:33:54.085000000,anonymous,1338122768,UKZN Lab Milk A,23.8,95,,,
4b286458-bcde-4222-8288-ff02138d3ed0,,default,COMPLETE,2014-02-21T19:33:54.087000000,anonymous,1338122768,UKZN Lab Milk A,24.1,96,,,
fd0907c1-7dc8-463e-b0b1-ed6e6c53c9ff,,default,COMPLETE,2014-02-21T19:33:54.088000000,anonymous,1338122768,UKZN Lab Milk A,24.3,97,,,
cc7ca7f6-de71-4a61-ab18-9804977e6ba2,,default,COMPLETE,2014-02-21T19:33:54.090000000,anonymous,1338122768,UKZN Lab Milk A,24.4,98,,,
f302e308-cdbb-4a86-95c3-dcde991a62df,,default,COMPLETE,2014-02-21T19:33:54.091000000,anonymous,1338122768,UKZN Lab Milk A,24.6,99,,,
d656f0a7-5594-4bcf-bc14-0de2d84ce3e1,,default,COMPLETE,2014-02-21T19:33:54.093000000,anonymous,1338122768,UKZN Lab Milk A,25.1,100,,,
8bdc784e-bfa3-491a-9397-5a06dd593745,,default,COMPLETE,2014-02-21T19:33:54.095000000,anonymous,1338122768,UKZN Lab Milk A,25.5,101,,,
a324c984-fb81-4f25-95a0-0ccf40ed12bf,,default,COMPLETE,2014-02-21T19:33:54.096000000,anonymous,1338122768,UKZN Lab Milk A,25.7,102,,,
2e421d9a-6d21-48ab-9402-e333f82fafd8,,default,COMPLETE,2014-02-21T19:33:54.098000000,anonymous,1338122768,UKZN Lab Milk A,25.9,103,,,
849312d2-1e5c-45ba-8ce3-fb063f7d207a,,default,COMPLETE,2014-02-21T19:33:55.000000000,anonymous,1338122768,UKZN Lab Milk A,26,104,,,
6dfd3e9a-a1e4-410a-8d02-d601c3ed9c49,,default,COMPLETE,2014-02-21T19:33:55.002000000,anonymous,1338122768,UKZN Lab Milk A,26.1,105,,,
13bf507f-224b-44a6-bd8e-8ab2aa08eb56,,default,COMPLETE,2014-02-21T19:33:55.005000000,anonymous,1338122768,UKZN Lab Milk A,26.3,106,,,
6386a5d9-8056-48b4-ad43-2cb2a2bb3afd,,default,COMPLETE,2014-02-21T19:33:55.007000000,anonymous,1338122768,UKZN Lab Milk A,26.6,107,,,
2b261a0b-7b31-45a2-ae11-385538878fea,,default,COMPLETE,2014-02-21T19:33:55.009000000,anonymous,1338122768,UKZN Lab Milk A,26.7,108,,,
2856dd0b-f9d5-4558-b0aa-627ebec65cb8,,default,COMPLETE,2014-02-21T19:33:55.010000000,anonymous,1338122768,UKZN Lab Milk A,26.9,109,,,
c7f76ee1-4222-4b0d-8aa0-b529cb0eff92,,default,COMPLETE,2014-02-21T19:33:55.012000000,anonymous,1338122768,UKZN Lab Milk A,27.1,110,,,
e5b8da85-c9c3-4a93-9201-979daea614b1,,default,COMPLETE,2014-02-21T19:33:55.014000000,anonymous,1338122768,UKZN Lab Milk A,27.4,111,,,
8463734d-698c-4c15-ace2-d6d7e38fcc15,,default,COMPLETE,2014-02-21T19:33:55.015000000,anonymous,1338122768,UKZN Lab Milk A,27.8,112,,,
7eb7b4fb-9f56-4b2f-b8b6-28ef95a9b332,,default,COMPLETE,2014-02-21T19:33:55.017000000,anonymous,1338122768,UKZN Lab Milk A,28.1,113,,,
11fc3612-c45e-4712-b2a1-f2c2907ce53a,,default,COMPLETE,2014-02-21T19:33:55.019000000,anonymous,1338122768,UKZN Lab Milk A,28.2,114,,,
0501e9d4-0ab9-40f1-8834-d3935962b969,,default,COMPLETE,2014-02-21T19:33:55.021000000,anonymous,1338122768,UKZN Lab Milk A,28.4,115,,,
06f2c9cc-876a-489b-9db1-6ad508941964,,default,COMPLETE,2014-02-21T19:33:55.022000000,anonymous,1338122768,UKZN Lab Milk A,28.5,116,,,
6e22a325-a21f-4e77-96f5-f449df2b9717,,default,COMPLETE,2014-02-21T19:33:55.025000000,anonymous,1338122768,UKZN Lab Milk A,28.8,117,,,
5091075f-3807-438f-b44e-97b2686b2685,,default,COMPLETE,2014-02-21T19:33:55.026000000,anonymous,1338122768,UKZN Lab Milk A,29.2,118,,,
cf58722a-751e-4a55-b952-b4d07963f3d9,,default,COMPLETE,2014-02-21T19:33:55.028000000,anonymous,1338122768,UKZN Lab Milk A,29.6,119,,,
eeb08ee0-4fbb-4f46-998d-90533928a094,,default,COMPLETE,2014-02-21T19:33:55.032000000,anonymous,1338122768,UKZN Lab Milk A,29.9,120,,,
4f9b866f-a465-498d-aba9-31fd060b917e,,default,COMPLETE,2014-02-21T19:33:55.035000000,anonymous,1338122768,UKZN Lab Milk A,30.4,121,,,
928d0042-a739-44cd-bf1e-eca0865fd13c,,default,COMPLETE,2014-02-21T19:33:55.036000000,anonymous,1338122768,UKZN Lab Milk A,30.5,122,,,
f9b6d2e6-2839-4fd6-bdab-a5262db8f7e5,,default,COMPLETE,2014-02-21T19:33:55.038000000,anonymous,1338122768,UKZN Lab Milk A,30.2,123,,,
4b2bf2e1-34c0-49e8-8837-0aef4622779d,,default,COMPLETE,2014-02-21T19:33:55.040000000,anonymous,1338122768,UKZN Lab Milk A,30,124,,,
2ae563c6-0514-4a8b-b204-e467692392ee,,default,COMPLETE,2014-02-21T19:33:55.042000000,anonymous,1338122768,UKZN Lab Milk A,29.9,125,,,
bf738c7b-9c1f-477a-9560-ff740ed86e40,,default,COMPLETE,2014-02-21T19:33:55.044000000,anonymous,1338122768,UKZN Lab Milk A,30,126,,,
17abc215-dc38-4b69-a37a-ab3718df05e3,,default,COMPLETE,2014-02-21T19:33:55.046000000,anonymous,1338122768,UKZN Lab Milk A,30.2,127,,,
ffbba565-20fc-41a7-9b11-eb5544cf905c,,default,COMPLETE,2014-02-21T19:33:55.048000000,anonymous,1338122768,UKZN Lab Milk A,30.3,128,,,
62b2e212-8c66-4d76-a2f7-af7a55c58551,,default,COMPLETE,2014-02-21T19:33:55.049000000,anonymous,1338122768,UKZN Lab Milk A,30.4,129,,,
b88a803d-64ac-4575-95ee-f3961c24ecc5,,default,COMPLETE,2014-02-21T19:33:55.051000000,anonymous,1338122768,UKZN Lab Milk A,30.3,130,,,
95b7ad84-0678-4361-aec9-c553b4260a82,,default,COMPLETE,2014-02-21T19:33:55.053000000,anonymous,1338122768,UKZN Lab Milk A,30.2,131,,,
4eb20e7b-7722-4e0c-a60b-c2fa45c88ab3,,default,COMPLETE,2014-02-21T19:33:55.054000000,anonymous,1338122768,UKZN Lab Milk A,30.2,132,,,
86542a14-a07e-478c-8b55-92b5a163ce2b,,default,COMPLETE,2014-02-21T19:33:55.056000000,anonymous,1338122768,UKZN Lab Milk A,30.3,133,,,
422f7fbb-4d13-49fc-ba58-36961ff63fb2,,default,COMPLETE,2014-02-21T19:33:55.058000000,anonymous,1338122768,UKZN Lab Milk A,30.4,134,,,
5bde377c-4513-4509-a1cd-5ce6e41bb07f,,default,COMPLETE,2014-02-21T19:33:55.060000000,anonymous,1338122768,UKZN Lab Milk A,30.5,135,,,
ddbc54aa-26b7-4659-ac67-5944ee1aaa65,,default,COMPLETE,2014-02-21T19:33:55.062000000,anonymous,1338122768,UKZN Lab Milk A,30.7,136,,,
c4ca46e0-0b3c-4c2f-9927-18abc09d6e05,,default,COMPLETE,2014-02-21T19:33:55.094000000,anonymous,1338122768,UKZN Lab Milk A,31,137,,,
09364ea0-7a2a-4b39-8315-662b66709b78,,default,COMPLETE,2014-02-21T19:33:55.096000000,anonymous,1338122768,UKZN Lab Milk A,31.2,138,,,
bc973dfe-67d6-4de7-89bc-eb1400701216,,default,COMPLETE,2014-02-21T19:33:55.097000000,anonymous,1338122768,UKZN Lab Milk A,31.6,139,,,
e798e091-901f-47d6-a844-9e365c0423fa,,default,COMPLETE,2014-02-21T19:33:55.099000000,anonymous,1338122768,UKZN Lab Milk A,31.9,140,,,
176160b2-13b5-48b5-8370-93e9c1ad695a,,default,COMPLETE,2014-02-21T19:33:56.001000000,anonymous,1338122768,UKZN Lab Milk A,32.1,141,,,
aa7b213c-19c0-4199-b15b-a45b11854ce5,,default,COMPLETE,2014-02-21T19:33:56.003000000,anonymous,1338122768,UKZN Lab Milk A,32.4,142,,,
2c7d45e6-83f5-42c4-9e33-61affaae0232,,default,COMPLETE,2014-02-21T19:33:56.005000000,anonymous,1338122768,UKZN Lab Milk A,32.8,143,,,
968eb644-2c73-4f2f-8f23-b369a3da8360,,default,COMPLETE,2014-02-21T19:33:56.008000000,anonymous,1338122768,UKZN Lab Milk A,33,144,,,
49e7f05b-9887-4850-a950-906c98f05a71,,default,COMPLETE,2014-02-21T19:33:56.011000000,anonymous,1338122768,UKZN Lab Milk A,33.2,145,,,
36ef3b02-2276-43cc-8346-e19603f1079c,,default,COMPLETE,2014-02-21T19:33:56.013000000,anonymous,1338122768,UKZN Lab Milk A,33.4,146,,,
2f7f37a2-ae95-4e14-aa69-e747697a3cd3,,default,COMPLETE,2014-02-21T19:33:56.016000000,anonymous,1338122768,UKZN Lab Milk A,33.4,147,,,
b06e93e1-edcd-4e73-842f-db473f8c6cde,,default,COMPLETE,2014-02-21T19:33:56.018000000,anonymous,1338122768,UKZN Lab Milk A,33.4,148,,,
25c38308-d09c-47c9-95e0-cc1a6a442d39,,default,COMPLETE,2014-02-21T19:33:56.019000000,anonymous,1338122768,UKZN Lab Milk A,33.3,149,,,
a0b7ded0-94b3-4b1d-b4ed-516533e94f3f,,default,COMPLETE,2014-02-21T19:33:56.021000000,anonymous,1338122768,UKZN Lab Milk A,33.3,150,,,
99435c2b-ac3c-4bd2-b4a0-245a75422353,,default,COMPLETE,2014-02-21T19:33:56.023000000,anonymous,1338122768,UKZN Lab Milk A,33.4,151,,,
d71589a6-c563-41be-8d86-e5924fcbb375,,default,COMPLETE,2014-02-21T19:33:56.025000000,anonymous,1338122768,UKZN Lab Milk A,33.6,152,,,
315e0f84-1b7e-47eb-aaa4-3a95438d8947,,default,COMPLETE,2014-02-21T19:33:56.027000000,anonymous,1338122768,UKZN Lab Milk A,33.8,153,,,
f75d618c-68ab-4fd0-b7ed-a31df9ed198b,,default,COMPLETE,2014-02-21T19:33:56.030000000,anonymous,1338122768,UKZN Lab Milk A,33.9,154,,,
1ae757d4-9d64-453d-972e-88a3fc287429,,default,COMPLETE,2014-02-21T19:33:56.032000000,anonymous,1338122768,UKZN Lab Milk A,34.2,155,,,
32672e4b-0e74-46cf-b13a-bde69064634e,,default,COMPLETE,2014-02-21T19:33:56.034000000,anonymous,1338122768,UKZN Lab Milk A,34.8,156,,,
fdcee100-acd0-4421-9cb5-53ec286f788e,,default,COMPLETE,2014-02-21T19:33:56.036000000,anonymous,1338122768,UKZN Lab Milk A,35.2,157,,,
d81ae2bd-b678-417b-91cb-49e38f657e94,,default,COMPLETE,2014-02-21T19:33:56.037000000,anonymous,1338122768,UKZN Lab Milk A,35.6,158,,,
566d73f3-6b7e-4fcf-9449-b25a535de9e3,,default,COMPLETE,2014-02-21T19:33:56.039000000,anonymous,1338122768,UKZN Lab Milk A,35.9,159,,,
527682d8-6021-48ed-af5d-ec3f8dd962ad,,default,COMPLETE,2014-02-21T19:33:56.041000000,anonymous,1338122768,UKZN Lab Milk A,35.9,160,,,
dec23f2a-e643-4487-b675-5ed0e1325eaa,,default,COMPLETE,2014-02-21T19:33:56.044000000,anonymous,1338122768,UKZN Lab Milk A,35.8,161,,,
