_id,_form_id,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,as_of_date,description,location_accuracy,location_altitude,location_latitude,location_longitude,obj_name,photo_contentType,photo_uriFragment,price,quantity,scancode,type_of_store,_filter_type,_filter_value,_row_etag
35c6d91b-2c77-4c5d-aa0f-b2993712582e,,default,COMPLETE,2016-11-21T18:25:54.010000000,anonymous,2016-11-18T12:11:02.0.8051427,When you choose Energy Star approved Verilux Natur...,,,47.68015078,-122.3258233,"Verilux 13 Watt Natural Spectrum Spiral Compact Fluorescent Bulbs, 2 Count []",image/jpg,809180426ef2c1653b2ab593e9c2bcc3.jpg,12.94,87,768533051110,"[""large"",""single_site"",""street_front""]",DEFAULT,,
c8183bf8-46db-42ab-a9b7-3aa21af7927d,,default,COMPLETE,2016-11-21T18:25:54.035000000,anonymous,2016-11-18T12:11:02.0.8915914,This Betsey Johnson Underwire Bra is guaranteed au...,,,47.7005151,-122.3286181,Betsey Johnson Women's Stocking Stripe Lightly Lined Demi Bra [],image/jpg,43d641ea09e679bd553bed9957914f25.jpg,18.98,42,883770567160,"[""small"",""single_site"",""in_mall""]",DEFAULT,,
d2abfaf4-9ce9-4e19-9f08-2d37b3af653f,,default,COMPLETE,2016-11-21T18:25:54.069000000,anonymous,2016-11-18T12:11:02.0.7706207,Green Lantern Hunter Green T-Shirt. Features the g...,,,47.63098615,-122.3779697,Officially Licensed DC Comics Green Lantern T-Shirt [],image/jpg,c265999ab5fa8be7ec6a1ac36a659d98.jpg,21.21,89,609328352558,"[""small"",""single_site"",""street_front""]",DEFAULT,,
3a4a876d-57d9-4346-a4c8-43b988269df4,,default,COMPLETE,2016-11-21T18:25:54.101000000,anonymous,2016-11-18T12:11:02.0.3305668,Every Depo fan endures robust validation tests to ...,,,47.64844029,-122.3254102,Depo 335-55010-100 Radiator Fan Assembly,image/jpg,c11b743098fc3287837ed843381eba37.jpg,62.11,22,847457055739,"[""medium"",""chain_store"",""street_front""]",DEFAULT,,
cf3056cf-85e7-4c67-83e0-99b2d5cd5be6,,default,COMPLETE,2016-11-21T18:25:54.132000000,anonymous,2016-11-18T12:11:02.0.0283603,MEASUREMENTS: Bust: 20.75 inchWaist: 32 inchShould...,,,47.69452423,-122.3313038,MONDAYSUIT Mens Two-Piece Slim-Fit Solid Two-Button Blazer Jacket & Trouser [],image/jpg,b67112d372c7042404156f52b02efa59.jpg,60.75,47,708131629496,"[""medium"",""chain_store"",""in_mall""]",DEFAULT,,
be5db229-f7b4-4618-9e5b-7a81544b1e0b,,default,COMPLETE,2016-11-21T18:25:54.169000000,anonymous,2016-11-18T12:11:02.0.5725251,"THANTH A Sophisicated collection for a Jaunty, Sty...",,,47.63416822,-122.3407505,Thanth Womens Comfy Tie Dyed Loose Tunic Top With Various Hem [],image/jpg,ecbb4add51dadda979ac76c683eb5b23.jpg,14.99,23,,"[""small"",""single_site"",""in_mall""]",DEFAULT,,
8240ba3e-d8c9-4039-a823-45f2270e86fc,,default,COMPLETE,2016-11-21T18:25:54.201000000,anonymous,2016-11-18T12:11:02.0.9350144,"For 40 years, the Hanes Beefy-T T-Shirt has set th...",,,47.63974192,-122.284628,Hanes Men's Short Sleeve Beefy-T (Pack of 2),image/jpg,03a2ce5b9b5779e9b55ab3071c3525bd.jpg,17.64,71,718088742568,"[""large"",""single_site"",""street_front""]",DEFAULT,,
b08f5ba6-3c8e-4c45-a17a-aa4004444ce7,,default,COMPLETE,2016-11-21T18:25:54.229000000,anonymous,2016-11-18T12:11:02.0.6150835,Mevotech Front Lower Suspension Ball Joint MK8749,,,47.64002751,-122.2540802,Auto Extra Mevotech MK8749 Ball Joint,image/jpg,97aa285e014b4c7b58d502cb90010e52.jpg,18.32,41,669719480413,"[""small"",""chain_store"",""in_mall""]",DEFAULT,,
8292436d-689e-42a8-8bad-be9968a3972c,,default,COMPLETE,2016-11-21T18:25:54.264000000,anonymous,2016-11-18T12:11:02.0.8373132,Doublju company services to customer qualified pro...,,,47.64345219,-122.304766,Doublju Women Short Sleeve Round Neck Loose Fit Long Top [],image/jpg,b0f945bb8ab0ec95b96395e3f7d94687.jpg,17.85,81,,"[""large"",""chain_store"",""street_front""]",DEFAULT,,
052673f9-c5b3-4e49-be1e-9d10cd250974,,default,COMPLETE,2016-11-21T18:25:54.298000000,anonymous,2016-11-18T12:11:02.0.3960611,Levi's provides denim jeans that are comfortable a...,,,47.68130413,-122.3040946,Levi's Boys' 505 Regular Fit Jean [],image/jpg,a3c6c8c68efd6b87d43bc97ae89ac7a3.jpg,24.0,62,009328418030,"[""online""]",DEFAULT,,
8dd6f2cd-f354-46a4-b074-11c9e4fbd283,,default,COMPLETE,2016-11-21T18:25:54.333000000,anonymous,2016-11-18T12:11:02.0.5863556,"Misses dickies polar fleece is lightweight, warm a...",,,47.64743023,-122.3479014,Dickies Women's Polar Fleece Zip Jacket [],image/jpg,f57638f0f1720f66fa76631526782820.jpg,13.97,68,029311403560,"[""small"",""single_site"",""in_mall""]",DEFAULT,,
c9867a0f-13fd-45ff-aaa1-e3536c24b069,,default,COMPLETE,2016-11-21T18:25:54.362000000,anonymous,2016-11-18T12:11:02.0.4426089,SIZE:L Fits most/ 8-10 (US)/ 10-12(UK)SIZE:XL Fits...,,,47.67578289,-122.3306319,Surenow Plus Size Women Top High Waist Bikini Swimwear [],image/jpg,45fe640bb3614378410ce38e0b465cfb.jpg,18.98,25,889013552658,"[""online""]",DEFAULT,,
70e4ec78-0a69-40f3-9529-4d13c142f799,,default,COMPLETE,2016-11-21T18:25:54.397000000,anonymous,2016-11-18T12:11:02.0.3479017,The Secret to Looking Good and Feeling Cool Don't ...,,,47.68877996,-122.3787448,90 Degree by Reflex Power Flex Yoga Pants - All Colors - XS - XL [],image/jpg,cd93120e315a10ced2826b9d3055508b.jpg,20.98,22,841287117261,"[""medium"",""single_site"",""in_mall""]",DEFAULT,,
9bc2677f-567f-45dc-a2ca-a0f5f547b78c,,default,COMPLETE,2016-11-21T18:25:54.431000000,anonymous,2016-11-18T12:11:02.0.5688634,"1x1 rib with spandex, Set-in armholes, Double-need...",,,47.68416648,-122.263816,Champion mens Double Dry Action Fleece Crew (S600),image/jpg,9f52698049573ef38fffa3da843e85fe.jpg,12.83,24,011919034369,"[""small"",""single_site"",""street_front""]",DEFAULT,,
2fdeaf34-44e3-429b-bffe-1217e68fe386,,default,COMPLETE,2016-11-21T18:25:54.480000000,anonymous,2016-11-18T12:11:02.0.7625920,"Set of 3pcs Snowflower plunger Cutter, Food Grade ...",,,47.65611315,-122.3437511,"Longzang 3-Piece Decorating Fondant Embossing Tool Snow Flower Plunger Cake Cutter [1, White]",image/jpg,8d72861d71b1c9647998706562aec206.jpg,1.48,45,,"[""large"",""chain_store"",""street_front""]",DEFAULT,,
c5098547-a206-4057-9155-fd23353d2bed,,default,COMPLETE,2016-11-21T18:25:54.917000000,anonymous,2016-11-18T12:11:02.0.2705129,"Made with super soft premium leather, these boots ...",,,47.65865957,-122.3964172,"TuffRider Women's Baroque Field Short Boots, Black, 95 Regular",image/jpg,bfc20ee8dabac077fc8c2568c1e543ae.jpg,152.94,24,845409094577,"[""medium"",""single_site"",""street_front""]",DEFAULT,,
a48d582e-f62a-4406-9fdb-10f4841f663c,,default,COMPLETE,2016-11-21T18:25:54.968000000,anonymous,2016-11-18T12:11:02.0.6277205,"Super versatile, insulated pant with stretch comfo...",,,47.66533662,-122.3213312,Salomon Women's Iceglory Pant [],image/jpg,a0d8b7d7afca75859f4225a9552c1439.jpg,175.52,47,887850268114,"[""small"",""chain_store"",""in_mall""]",DEFAULT,,
6f996ba4-3214-41aa-a229-7fe9a1896b4d,,default,COMPLETE,2016-11-21T18:25:55.033000000,anonymous,2016-11-18T12:11:02.0.0009549,The Puri Collection by Sonneman features subtle el...,,,47.66836525,-122.3060246,"Sonneman 6001.13, Puri Large 1 Tier Chandelier Lighting, 6 Light, Satin Nickel [Satin Nickel]",image/jpg,b9da7a5add8ef4abf3a99eccba5351ae.jpg,1126.0,21,872681043214,"[""medium"",""single_site"",""in_mall""]",DEFAULT,,
8d26f249-b5b2-4a72-a09a-a7e2a53068fd,,default,COMPLETE,2016-11-21T18:25:55.070000000,anonymous,2016-11-18T12:11:02.0.3046661,KabelDirekt 1 RCA Male to 2 RCA Male Cable - PRO S...,,,47.66333399,-122.2909837,KabelDirekt (10 feet) 1 x RCA Male to 2 x RCA Male Subwoofer / Y - RCA / Digital Audio Cable - PRO Series,image/jpg,4294fcd39be9ec73eb8f752b7a2ec5cb.jpg,11.99,25,799422538931,"[""large"",""single_site"",""street_front""]",DEFAULT,,
454b06b8-177d-4b23-9052-993690c8ccde,,default,COMPLETE,2016-11-21T18:25:55.147000000,anonymous,2016-11-18T12:11:02.0.1351339,Nike Free Run + 2 NSW Men / Boys /SPORT GREY / SPO...,,,47.66223309,-122.3233089,Nike Men's Free Run+ 2 Wvn Running Shoe [],image/jpg,dba08791d87450873ed4c65880ad77e6.jpg,112.95,84,888507910073,"[""medium"",""chain_store"",""in_mall""]",DEFAULT,,
