_element_key,_element_name,_element_type,_list_child_element_keys
specialcare_image_0_contentType,contentType,string,[]
specialcare_image_0_uriFragment,uriFragment,string,[]
state,state,string,[]
state_image_0,state_image_0,mimeUri,"[""state_image_0_uriFragment"",""state_image_0_contentType""]"
state_image_0_contentType,contentType,string,[]
state_image_0_uriFragment,uriFragment,string,[]
twin,twin,string,[]
twin_image_0,twin_image_0,mimeUri,"[""twin_image_0_uriFragment"",""twin_image_0_contentType""]"
twin_image_0_contentType,contentType,string,[]
twin_image_0_uriFragment,uriFragment,string,[]
village,village,string,[]
village_image_0,village_image_0,mimeUri,"[""village_image_0_uriFragment"",""village_image_0_contentType""]"
village_image_0_contentType,contentType,string,[]
village_image_0_uriFragment,uriFragment,string,[]
ward,ward,string,[]
ward_image_0,ward_image_0,mimeUri,"[""ward_image_0_uriFragment"",""ward_image_0_contentType""]"
ward_image_0_contentType,contentType,string,[]
ward_image_0_uriFragment,uriFragment,string,[]
weight,weight,string,[]
weight_image_0,weight_image_0,mimeUri,"[""weight_image_0_uriFragment"",""weight_image_0_contentType""]"
weight_image_0_contentType,contentType,string,[]
weight_image_0_uriFragment,uriFragment,string,[]
