_element_key,_element_name,_element_type,_list_child_element_keys
have_copy_of_signed_annex_e,have_copy_of_signed_annex_e,string,[]
how_many_staff_present,how_many_staff_present,integer,[]
if_alarm_freeze_number,if_alarm_freeze_number,integer,[]
if_alarm_heat_number,if_alarm_heat_number,integer,[]
if_no_justification,if_no_justification,string,[]
if_not_specify_material_used,if_not_specify_material_used,string,[]
immunization_staff_available,immunization_staff_available,string,[]
inspection_co_name,inspection_co_name,string,[]
install_signoff_date,install_signoff_date,date,[]
installation_date,installation_date,date,[]
installation_duration_hrs,installation_duration_hrs,integer,[]
installer_activated_temp_mon_thirty_days,installer_activated_temp_mon_thirty_days,string,[]
is_cce_installed,is_cce_installed,string,[]
is_grounding_properly_installed,is_grounding_properly_installed,string,[]
is_site_as_per_odp,is_site_as_per_odp,string,[]
locality,locality,string,[]
mains_powered_cce,mains_powered_cce,string,[]
mains_powered_cce_image,mains_powered_cce_image,mimeUri,"[""mains_powered_cce_image_contentType"",""mains_powered_cce_image_uriFragment""]"
mains_powered_cce_image_contentType,contentType,mimeType,[]
mains_powered_cce_image_uriFragment,uriFragment,rowpath,[]
maint_guide_supplied,maint_guide_supplied,string,[]
malfunction_proc_training,malfunction_proc_training,string,[]
malfunction_template_supplied,malfunction_template_supplied,string,[]
malfunction_template_supplied_image,malfunction_template_supplied_image,mimeUri,"[""malfunction_template_supplied_image_contentType"",""malfunction_template_supplied_image_uriFragment""]"
malfunction_template_supplied_image_contentType,contentType,mimeType,[]
malfunction_template_supplied_image_uriFragment,uriFragment,rowpath,[]
manuals_available_in_un_lang,manuals_available_in_un_lang,string,[]
name_of_installer,name_of_installer,string,[]
name_of_responsible_person,name_of_responsible_person,string,[]
name_of_site,name_of_site,string,[]
no_tech_training_reason,no_tech_training_reason,string,[]
number_of_trained_users,number_of_trained_users,integer,[]
panel_cabling_image,panel_cabling_image,mimeUri,"[""panel_cabling_image_contentType"",""panel_cabling_image_uriFragment""]"
panel_cabling_image_contentType,contentType,mimeType,[]
panel_cabling_image_uriFragment,uriFragment,rowpath,[]
panel_cabling_properly_installed,panel_cabling_properly_installed,string,[]
panels_accesible_for_cleaning,panels_accesible_for_cleaning,string,[]
panels_accesible_image,panels_accesible_image,mimeUri,"[""panels_accesible_image_contentType"",""panels_accesible_image_uriFragment""]"
panels_accesible_image_contentType,contentType,mimeType,[]
panels_accesible_image_uriFragment,uriFragment,rowpath,[]
panels_orient_image,panels_orient_image,mimeUri,"[""panels_orient_image_contentType"",""panels_orient_image_uriFragment""]"
panels_orient_image_contentType,contentType,mimeType,[]
panels_orient_image_uriFragment,uriFragment,rowpath,[]
panels_orient_per_instr,panels_orient_per_instr,string,[]
position_of_responsible_person,position_of_responsible_person,string,[]
region,region,string,[]
sdd_cce,sdd_cce,string,[]
sdd_cce_image,sdd_cce_image,mimeUri,"[""sdd_cce_image_contentType"",""sdd_cce_image_uriFragment""]"
sdd_cce_image_contentType,contentType,mimeType,[]
sdd_cce_image_uriFragment,uriFragment,rowpath,[]
serial_no,serial_no,string,[]
signed_annex_e_image,signed_annex_e_image,mimeUri,"[""signed_annex_e_image_contentType"",""signed_annex_e_image_uriFragment""]"
signed_annex_e_image_contentType,contentType,mimeType,[]
signed_annex_e_image_uriFragment,uriFragment,rowpath,[]
signed_by_authority,signed_by_authority,string,[]
signed_by_image,signed_by_image,mimeUri,"[""signed_by_image_contentType"",""signed_by_image_uriFragment""]"
signed_by_image_contentType,contentType,mimeType,[]
signed_by_image_uriFragment,uriFragment,rowpath,[]
solar_panels_installed_as_planned,solar_panels_installed_as_planned,string,[]
solar_panels_installed_image,solar_panels_installed_image,mimeUri,"[""solar_panels_installed_image_contentType"",""solar_panels_installed_image_uriFragment""]"
solar_panels_installed_image_contentType,contentType,mimeType,[]
solar_panels_installed_image_uriFragment,uriFragment,rowpath,[]
solar_panels_installed_per_inst,solar_panels_installed_per_inst,string,[]
standard_plug_image,standard_plug_image,mimeUri,"[""standard_plug_image_contentType"",""standard_plug_image_uriFragment""]"
standard_plug_image_contentType,contentType,mimeType,[]
standard_plug_image_uriFragment,uriFragment,rowpath,[]
support_material_per_instructions,support_material_per_instructions,string,[]
tech_train_personnel_on_site,tech_train_personnel_on_site,string,[]
temp_monitor_record_training,temp_monitor_record_training,string,[]
temp_monitoring_functioning,temp_monitoring_functioning,string,[]
temp_monitoring_image,temp_monitoring_image,mimeUri,"[""temp_monitoring_image_contentType"",""temp_monitoring_image_uriFragment""]"
temp_monitoring_image_contentType,contentType,mimeType,[]
temp_monitoring_image_uriFragment,uriFragment,rowpath,[]
temp_monitoring_supplier_provided,temp_monitoring_supplier_provided,string,[]
temp_monitoring_type,temp_monitoring_type,string,[]
training_duration_hrs,training_duration_hrs,integer,[]
training_materials_provided,training_materials_provided,string,[]
training_on_same_day_as_install,training_on_same_day_as_install,string,[]
user_demonstrate_read_temp_dev,user_demonstrate_read_temp_dev,string,[]
user_guideline_on_cover,user_guideline_on_cover,string,[]
user_guideline_on_cover_image,user_guideline_on_cover_image,mimeUri,"[""user_guideline_on_cover_image_contentType"",""user_guideline_on_cover_image_uriFragment""]"
user_guideline_on_cover_image_contentType,contentType,mimeType,[]
user_guideline_on_cover_image_uriFragment,uriFragment,rowpath,[]
user_level_maint_training,user_level_maint_training,string,[]
user_manual_supplied,user_manual_supplied,string,[]
user_related_failure,user_related_failure,string,[]
user_related_failure_image,user_related_failure_image,mimeUri,"[""user_related_failure_image_contentType"",""user_related_failure_image_uriFragment""]"
user_related_failure_image_contentType,contentType,mimeType,[]
user_related_failure_image_uriFragment,uriFragment,rowpath,[]
voltage_regulator_functional,voltage_regulator_functional,string,[]
voltage_regulator_image,voltage_regulator_image,mimeUri,"[""voltage_regulator_image_contentType"",""voltage_regulator_image_uriFragment""]"
voltage_regulator_image_contentType,contentType,mimeType,[]
voltage_regulator_image_uriFragment,uriFragment,rowpath,[]
voltage_regulator_installed_per_inst,voltage_regulator_installed_per_inst,string,[]
